issue_date,target_time,lead_hours,turbine,p_hat,p_curve,v_eq,actual,baseline
2026-01-01,2026-01-01T01:00:00Z,1,STATION,0.6095364689826965,0.7124999761581421,8.814826965332031,0.9816666841506958,0.018333332613110542
2026-01-01,2026-01-01T02:00:00Z,2,STATION,0.5626940131187439,0.6846095323562622,8.191035270690918,0.9116666913032532,0.1483333259820938
2026-01-01,2026-01-01T03:00:00Z,3,STATION,0.44118016958236694,0.4485009014606476,6.8540496826171875,0.6891666650772095,0.2608333230018616
2026-01-01,2026-01-01T04:00:00Z,4,STATION,0.3797922730445862,0.2501785457134247,5.48571252822876,0.47749999165534973,0.23083333671092987
2026-01-01,2026-01-01T05:00:00Z,5,STATION,0.19513481855392456,0.1138036847114563,4.195552349090576,0.39666667580604553,0.1483333259820938
2026-01-01,2026-01-01T06:00:00Z,6,STATION,0.11761864274740219,0.09990521520376205,3.833934783935547,0.22166666388511658,0.09083333611488342
2026-01-01,2026-01-01T07:00:00Z,7,STATION,0.0777335837483406,0.06133788451552391,3.252929449081421,0.0716666653752327,0.06750000268220901
2026-01-01,2026-01-01T08:00:00Z,8,STATION,0.1059400886297226,0.027969371527433395,2.203676700592041,0.04916666820645332,0.36666667461395264
2026-01-01,2026-01-01T09:00:00Z,9,STATION,0.08388277143239975,0.0,1.2859076261520386,0.05000000074505806,0.18250000476837158
2026-01-01,2026-01-01T10:00:00Z,10,STATION,0.032748445868492126,0.024035468697547913,1.8553204536437988,0.009999999776482582,0.03583333268761635
2026-01-01,2026-01-01T11:00:00Z,11,STATION,0.05094527080655098,0.024166665971279144,1.946547269821167,0.009166666306555271,0.008333333767950535
2026-01-01,2026-01-01T12:00:00Z,12,STATION,0.10054752975702286,0.07466911524534225,3.4984354972839355,0.009999999776482582,0.018333332613110542
2026-01-01,2026-01-01T13:00:00Z,13,STATION,0.1425655037164688,0.03821573778986931,2.610888719558716,0.014999999664723873,0.05999999865889549
2026-01-01,2026-01-01T14:00:00Z,14,STATION,0.09528185427188873,0.02492515742778778,2.140692949295044,0.023333333432674408,0.03583333268761635
2026-01-01,2026-01-01T15:00:00Z,15,STATION,0.09658721089363098,0.0,1.3405048847198486,0.04333333298563957,0.018333332613110542
2026-01-01,2026-01-01T16:00:00Z,16,STATION,0.10940362513065338,0.0,0.5999317765235901,0.09666666388511658,0.030833333730697632
2026-01-01,2026-01-01T17:00:00Z,17,STATION,0.0954025536775589,0.0,1.1898859739303589,0.05249999836087227,0.014999999664723873
2026-01-01,2026-01-01T18:00:00Z,18,STATION,0.09420188516378403,0.0,0.7595549821853638,0.010833333246409893,0.009166666306555271
2026-01-01,2026-01-01T19:00:00Z,19,STATION,0.0632270872592926,0.0,0.6296311020851135,0.009999999776482582,0.013333333656191826
2026-01-01,2026-01-01T20:00:00Z,20,STATION,0.03936764597892761,0.0,0.48961901664733887,0.008333333767950535,0.10166666656732559
2026-01-01,2026-01-01T21:00:00Z,21,STATION,0.034794241189956665,0.0,0.5395801067352295,0.009999999776482582,0.21916666626930237
2026-01-01,2026-01-01T22:00:00Z,22,STATION,0.04810759425163269,0.0,0.4996286630630493,0.008333333767950535,0.9708333611488342
